Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational Attainment of Household Head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Out-of-school children of senior secondary age,11 961,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,,4,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",12 278,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tengah,,,13,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,12 502,2015,,SUSENAS,,All,All,All,All,All,Bali,,,4,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,12 572,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,,4,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",12 750,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Tengah,,,13,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,12 812,2015,,SUSENAS,,All,All,All,All,All,Maluku,,,4,,,,,,,,,,,,
Number of out-of-school children of primary school age,12 945,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,,4,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",13 458,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Selatan,,,13,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),13 851,2015,,TNP2K,,All,All,All,All,All,Papua Barat,,All,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,14 049,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,,4,,,,,,,,,,,,
Total population living below international poverty line of US$1.9 (PPP) per day,14 512,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,All,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),15 456,2015,,TNP2K,,All,All,All,All,All,Kalimantan Tengah,,All,1,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",15 502,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Barat,,,13,,,,,,,,,,,,
Out-of-school children of senior secondary age,15 628,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,,4,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),15 767,2015,,TNP2K,,All,All,All,All,All,Maluku Utara,,All,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,16 470,2015,,SUSENAS,,All,All,All,All,All,Aceh,,,4,,,,,,,,,,,,
Number of children living below international poverty line of US$3.1 (PPP) per day,17 558,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,< 18 yrs,1,,,,,,,,,,,,
Number of adults living below international poverty line of US$3.1 (PPP) per day,17 790,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,18+ yrs,1,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",18 016,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Gorontalo,,,13,,,,,,,,,,,,
Number of out-of-school children of primary school age,18 254,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,,4,,,,,,,,,,,,
Number of children living below international poverty line of US$3.1 (PPP) per day,18 362,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,< 18 yrs,1,,,,,,,,,,,,
Number of out-of-school children of primary school age,18 608,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,,4,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,18 872,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,,4,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",19 394,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
Number of adults living below the national poverty line,19 551,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,18+ yrs,1,,,,,,,,,,,,
Number of children living below the national poverty line,20 170,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,< 18 yrs,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,20 385,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,,4,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,20 479,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,< 18 yrs,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,21 058,2015,,SUSENAS,,All,All,All,All,All,Jambi,,,4,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),21 076,2015,,TNP2K,,All,All,All,All,All,Kalimantan Timur,,All,1,,,,,,,,,,,,
Number of out-of-school children of primary school age,21 116,2015,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,,4,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",21 288,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Utara,,,13,,,,,,,,,,,,
Number of out-of-school children of primary school age,21 814,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,,4,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),21 990,2015,,TNP2K,,All,All,All,All,All,DKI Jakarta,,All,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),22 944,2015,,TNP2K,,All,All,All,All,All,Bali,,All,1,,,,,,,,,,,,
"Number of persons affected by disasters per 100,000 people, annual average for 2005-2015",23 062,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Selatan,,,13,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),24 016,2015,,TNP2K,,All,All,All,All,All,Sulawesi Barat,,All,1,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",24 025,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Timur,,,13,,,,,,,,,,,,
Out-of-school children of senior secondary age,24 029,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,,4,,,,,,,,,,,,
Out-of-school children of senior secondary age,24 043,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,24 067,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,18+ yrs,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,24 185,2015,,SUSENAS,,All,All,All,All,All,Maluku,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,24 312,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,18+ yrs,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,24 325,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,,4,,,,,,,,,,,,
Out-of-school children of senior secondary age,24 453,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,,4,,,,,,,,,,,,
Number of out-of-school children of primary school age,24 739,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$3.1 (PPP) per day,25 343,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,18+ yrs,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),27 564,2015,,TNP2K,,All,All,All,All,All,Kalimantan Selatan,,All,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),27 625,2015,,TNP2K,,All,All,All,All,All,Gorontalo,,All,1,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",27 717,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Selatan,,,13,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),28 311,2015,,TNP2K,,All,All,All,All,All,DI Yogyakarta,,All,1,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,28 592,2015,,SUSENAS,,All,All,All,All,All,Maluku,,18+ yrs,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,28 703,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,,4,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,29 110,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,< 18 yrs,1,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,29 520,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,< 18 yrs,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,29 669,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,,4,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),30 098,2015,,TNP2K,,All,All,All,All,All,Jambi,,All,1,,,,,,,,,,,,
Number of children living below the national poverty line,30 541,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,< 18 yrs,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),30 595,2015,,TNP2K,,All,All,All,All,All,Bengkulu,,All,1,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,31 499,2015,,SUSENAS,,All,All,All,All,All,Maluku,,< 18 yrs,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),31 556,2015,,TNP2K,,All,All,All,All,All,Sulawesi Utara,,All,1,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",31 714,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Barat,,,13,,,,,,,,,,,,
Out-of-school children of senior secondary age,32 156,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,32 303,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,18+ yrs,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,32 406,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,,4,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,32 978,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,,4,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,34 067,2015,,SUSENAS,,All,All,All,All,All,Bali,,< 18 yrs,1,,,,,,,,,,,,
Number of out-of-school children of primary school age,34 449,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),35 226,2015,,TNP2K,,All,All,All,All,All,Maluku,,All,1,,,,,,,,,,,,
Total population living below international poverty line of US$3.1 (PPP) per day,35 349,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,All,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,35 530,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,,4,,,,,,,,,,,,
Out-of-school children of senior secondary age,36 349,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,,4,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,36 538,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,< 18 yrs,1,,,,,,,,,,,,
Number of out-of-school children of primary school age,37 147,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,,4,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",37 161,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Timur,,,13,,,,,,,,,,,,
Number of out-of-school children of primary school age,38 013,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,38 479,2015,,SUSENAS,,All,All,All,All,All,Riau,,18+ yrs,1,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,38 860,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),39 631,2015,,TNP2K,,All,All,All,All,All,Sulawesi Tenggara,,All,1,,,,,,,,,,,,
Number of adults living below the national poverty line,39 716,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,18+ yrs,1,,,,,,,,,,,,
Total population living below the national poverty line,39 721,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,All,1,,,,,,,,,,,,
Number of children living below the national poverty line,40 266,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,< 18 yrs,1,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,41 387,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),41 883,2015,,TNP2K,,All,All,All,All,All,Riau,,All,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,42 139,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,,4,,,,,,,,,,,,
Number of out-of-school children of primary school age,43 100,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,43 515,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,18+ yrs,1,,,,,,,,,,,,
Number of adults living below the national poverty line,43 626,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,18+ yrs,1,,,,,,,,,,,,
Total population living below international poverty line of US$3.1 (PPP) per day,43 705,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,All,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,44 317,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,,4,,,,,,,,,,,,
Total population living below international poverty line of US$1.9 (PPP) per day,44 546,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,All,1,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,45 313,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,< 18 yrs,1,,,,,,,,,,,,
Number of beneficiaries of Program Indonesia Pintar (PIP) (individuals),45 345,2015,,TNP2K,,All,All,All,All,All,Kalimantan Utara,,All,1,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,45 969,2015,,SUSENAS,,All,All,All,All,All,Riau,,,4,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",46 299,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Utara,,,13,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),46 780,2015,,TNP2K,,All,All,All,All,All,Kalimantan Barat,,All,1,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,48 031,2015,,SUSENAS,,All,All,All,All,All,Riau,,< 18 yrs,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,48 472,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,,4,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),49 124,2015,,TNP2K,,All,All,All,All,All,Sulawesi Tengah,,All,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,50 602,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,,4,,,,,,,,,,,,
Number of beneficiaries of Program Indonesia Pintar (PIP) (individuals),50 617,2015,,TNP2K,,All,All,All,All,All,Kepulauan Bangka Belitung,,All,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,51 115,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,,4,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,52 365,2015,,SUSENAS,,All,All,All,All,All,Lampung,,,4,,,,,,,,,,,,
Number of children living below the national poverty line,52 653,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,< 18 yrs,1,,,,,,,,,,,,
Total population living below international poverty line of US$1.9 (PPP) per day,53 421,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,All,1,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,54 249,2015,,SUSENAS,,All,All,All,All,All,Jambi,,< 18 yrs,1,,,,,,,,,,,,
Number of beneficiaries of Program Keluarga Harapan (PKH) (households),55 181,2015,,TNP2K,,All,All,All,All,All,Sumatera Barat,,All,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,55 979,2015,,SUSENAS,,All,All,All,All,All,Bali,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,57 832,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,18+ yrs,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,58 596,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,,4,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,58 732,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,,4,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,59 465,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,,4,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,59 904,2015,,SUSENAS,,All,All,All,All,All,Bali,,18+ yrs,1,,,,,,,,,,,,
Total population living below international poverty line of US$1.9 (PPP) per day,60 091,2015,,SUSENAS,,All,All,All,All,All,Maluku,,All,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,60 202,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,,4,,,,,,,,,,,,
Total population living below international poverty line of US$1.9 (PPP) per day,61 823,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,All,1,,,,,,,,,,,,
Number of children living below international poverty line of US$3.1 (PPP) per day,62 312,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,< 18 yrs,1,,,,,,,,,,,,
Number of out-of-school children of primary school age,62 983,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,,4,,,,,,,,,,,,
Number of children living below the national poverty line,64 935,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,< 18 yrs,1,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",64 969,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Riau,,,13,,,,,,,,,,,,
"Number of persons affected by disasters, annual average for 2005-2015",66 401,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Banten,,,13,,,,,,,,,,,,
Number of children living below international poverty line of US$1.9 (PPP) per day,66 645,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,< 18 yrs,1,,,,,,,,,,,,
Number of adults living below international poverty line of US$1.9 (PPP) per day,67 855,2015,,SUSENAS,,All,All,All,All,All,Jambi,,18+ yrs,1,,,,,,,,,,,,
Number of adults living below the national poverty line,69 877,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,18+ yrs,1,,,,,,,,,,,,
Out-of-school children of senior secondary age,70 427,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,,4,,,,,,,,,,,,
Number of out-of-school children of junior secondary age,71 341,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,,4,,,,,,,,,,,,
Number of out-of-school children of primary school age,72 826,2015,,SUSENAS,,All,All,All,All,All,Papua,,,4,,,,,,,,,,,,
Number of children living below the national poverty line,73 199,2015,,SUSENAS,,All,All,All,All,All,Bali,,< 18 yrs,1,,,,,,,,,,,,
