Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Prevalence of severe stunting in children under 5 years of age,12.10,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.90,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.80,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,8.20,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.80,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.40,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,13.10,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.50,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,26.20,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.50,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.40,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.40,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,11.80,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17.00,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17.70,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,16.40,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,21.20,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,14.70,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,22.30,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,20.40,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.30,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,21.90,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,25.00,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,17.10,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe stunting in children under 5 years of age,18.80,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.30,2013,,RISKESDAS,,All,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.60,2013,,RISKESDAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.00,2013,,RISKESDAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.90,2013,,RISKESDAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.50,2013,,RISKESDAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.20,2013,,RISKESDAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.10,2013,,RISKESDAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.20,2013,,RISKESDAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,7.00,2013,,RISKESDAS,,All,All,All,All,No school,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.60,2013,,RISKESDAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.80,2013,,RISKESDAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.50,2013,,RISKESDAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.60,2013,,RISKESDAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.00,2013,,RISKESDAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.10,2013,,RISKESDAS,,All,All,All,All,All,Aceh,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,7.50,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.20,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.90,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.80,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.90,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.90,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.60,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.00,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.00,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.40,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.00,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.50,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.70,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.40,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.50,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,3.40,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.20,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,7.40,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,10.40,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.40,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.50,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,3.90,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,3.40,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,3.60,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,3.80,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.90,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.60,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.60,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.10,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,3.90,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,6.20,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,8.00,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,4.90,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of severe wasting in children under 5 years of age,5.70,2013,,RISKESDAS,,Male,All,All,All,All,All Indonesia,,0-59 months,2,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),30.10,2015,,SUSENAS ,,All,All,All,All,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),28.20,2015,,SUSENAS ,,All,Urban,All,All,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),32.10,2015,,SUSENAS ,,All,Rural,All,All,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),26.90,2015,,SUSENAS ,,All,All,All,Q1 (poorest),All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),31.70,2015,,SUSENAS ,,All,All,All,Q2,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),32.50,2015,,SUSENAS ,,All,All,All,Q3,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),32.10,2015,,SUSENAS ,,All,All,All,Q4,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.30,2015,,SUSENAS ,,All,All,All,Q5 (wealthiest),All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.40,2015,,SUSENAS ,,All,All,All,All,No school,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),33.50,2015,,SUSENAS ,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),32.90,2015,,SUSENAS ,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),31.60,2015,,SUSENAS ,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.30,2015,,SUSENAS ,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),18.10,2015,,SUSENAS ,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.80,2015,,SUSENAS ,,All,All,All,All,All,Aceh,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.20,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Utara,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),32.40,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Barat,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),31.20,2015,,SUSENAS ,,All,All,All,All,All,Riau,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),30.80,2015,,SUSENAS ,,All,All,All,All,All,Jambi,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),33.10,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Selatan,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),33.70,2015,,SUSENAS ,,All,All,All,All,All,Bengkulu,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),34.10,2015,,SUSENAS ,,All,All,All,All,All,Lampung,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),30.70,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Bangka Belitung,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.20,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Riau,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.30,2015,,SUSENAS ,,All,All,All,All,All,DKI Jakarta,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),33.80,2015,,SUSENAS ,,All,All,All,All,All,Jawa Barat,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),28.60,2015,,SUSENAS ,,All,All,All,All,All,Jawa Tengah,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),24.10,2015,,SUSENAS ,,All,All,All,All,All,DI Yogyakarta,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.00,2015,,SUSENAS ,,All,All,All,All,All,Jawa Timur,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),32.90,2015,,SUSENAS ,,All,All,All,All,All,Banten,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),23.00,2015,,SUSENAS ,,All,All,All,All,All,Bali,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),31.60,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Barat,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.50,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Timur,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.30,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Barat,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),30.50,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Tengah,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.80,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Selatan,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.60,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Timur,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),28.60,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Utara,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.30,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Utara,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),32.60,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tengah,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),25.50,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Selatan,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),28.50,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tenggara,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),33.90,2015,,SUSENAS ,,All,All,All,All,All,Gorontalo,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),28.30,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Barat,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),27.20,2015,,SUSENAS ,,All,All,All,All,All,Maluku,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),31.10,2015,,SUSENAS ,,All,All,All,All,All,Maluku Utara,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),29.30,2015,,SUSENAS ,,All,All,All,All,All,Papua Barat,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),26.70,2015,,SUSENAS ,,All,All,All,All,All,Papua,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),1.30,2015,,SUSENAS ,,Female,All,All,All,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (15+ yrs),59.00,2015,,SUSENAS ,,Male,All,All,All,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.50,2015,,SUSENAS ,,All,All,All,All,All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.30,2015,,SUSENAS ,,All,Urban,All,All,All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.70,2015,,SUSENAS ,,All,Rural,All,All,All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.20,2015,,SUSENAS ,,All,All,All,Q1 (poorest),All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.70,2015,,SUSENAS ,,All,All,All,Q2,All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.70,2015,,SUSENAS ,,All,All,All,Q3,All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.80,2015,,SUSENAS ,,All,All,All,Q4,All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.20,2015,,SUSENAS ,,All,All,All,Q5 (wealthiest),All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
