Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,14.4,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Selatan,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,12.2,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Timur,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population, - ,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Kalimantan Utara,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,60.6,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Utara,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,26.1,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Tengah,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,36,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Selatan,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,11.9,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Tenggara,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,3.7,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Gorontalo,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population, -   ,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Sulawesi Barat,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,5.6,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Maluku,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,16.7,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Maluku Utara,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,6.7,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Papua Barat,,<18 yrs,16,,,,,,,,,,,,
Proportion of unsentenced detainees  below the age of 18 as a proportion of overall prison population,12.5,2017,,Ministry of Law and Human Rights,,All,All,All,All,All,Papua,,<18 yrs,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,72.7,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,72.7,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,72.6,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,79.9,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,65.4,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,61.7,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,67.4,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,73.4,2015,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,80.5,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,86.7,2015,,SUSENAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,52.6,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,60.9,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,67.9,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,72.2,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,81,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,89.7,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,70.4,2015,,SUSENAS,,All,All,All,All,All,Aceh,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,54.4,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,64.2,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,64.9,2015,,SUSENAS,,All,All,All,All,All,Riau,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,81.8,2015,,SUSENAS,,All,All,All,All,All,Jambi,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,79.7,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,81.6,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,76.1,2015,,SUSENAS,,All,All,All,All,All,Lampung,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,90.4,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,88.6,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,91.5,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,74.2,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,87.1,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,93,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,79.1,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,66.8,2015,,SUSENAS,,All,All,All,All,All,Banten,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,71,2015,,SUSENAS,,All,All,All,All,All,Bali,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,55.8,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,33.8,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,72.3,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,71.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,76.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,85.9,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,75.1,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,66.4,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,46.5,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,70.5,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,59.9,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,71.2,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,64.5,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,41.4,2015,,SUSENAS,,All,All,All,All,All,Maluku,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,52.6,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,51.8,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate,38.4,2015,,SUSENAS,,All,All,All,All,All,Papua,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),58,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),58.2,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),57.8,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),61.7,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),54.4,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),50.3,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),54.4,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),59,2015,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),63.5,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),67.4,2015,,SUSENAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),39.8,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),48.1,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),55.4,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),58.6,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),63.8,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),70.4,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),58.6,2015,,SUSENAS,,All,All,All,All,All,Aceh,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),43.5,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),52.1,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),56.4,2015,,SUSENAS,,All,All,All,All,All,Riau,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),68.5,2015,,SUSENAS,,All,All,All,All,All,Jambi,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),61.1,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),65.1,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),64.8,2015,,SUSENAS,,All,All,All,All,All,Lampung,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),79,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),77.4,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),61.4,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),58.1,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),73.4,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),75.9,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),66.3,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),49,2015,,SUSENAS,,All,All,All,All,All,Banten,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),54.3,2015,,SUSENAS,,All,All,All,All,All,Bali,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),44.3,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),26.2,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),56.5,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),55.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),63.8,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),62.1,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),58.7,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),50.6,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),33.5,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),54,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),49,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,16,,,,,,,,,,,,
Proportion of children under 5 years of age with a birth certificate (seen),59.7,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,0-59 months,16,,,,,,,,,,,,
